0.002 0.001 0.82213271 2.1549382e-12 0.99993818
0.002 0.0001 0.83035714 0.032441106 0.90617488
0.002 1e-05 0.83141272 0.0099675361 0.52037813
0.002 1e-06 0.8215812 0.00012026718 0.4454998
0.004 0.001 0.78233911 1.6224873e-25 1
0.004 0.0001 0.78627743 0.0058443034 0.89769436
0.004 1e-05 0.78079864 0.029740553 0.56950235
0.004 1e-06 0.78624973 0.00046619409 0.439266
0.006 0.0001 0.7654321 0.0011891855 0.94087121
0.006 1e-05 0.77604278 0.046249847 0.6269085
0.006 1e-06 0.78426286 0.0010394924 0.452027
0.008 0.0001 0.77113578 8.9934936e-05 0.64906965
0.008 1e-05 0.77732965 0.052386153 0.70189549
0.008 1e-06 0.76970733 0.0018289422 0.43188655
0.01 0.0001 0.76633112 3.0132231e-05 0.67821986
0.01 1.58489319246e-05 0.76058145 0.046034954 0.8178385
0.01 2.51188643151e-05 0.76725246 0.022702547 0.87801315
0.01 3.98107170553e-05 0.76468067 0.0060661755 0.86314927
0.01 6.3095734448e-05 0.77542735 0.00086296449 0.91441879
0.01 0.0001 0.77102504 4.0093023e-05 0.97939295
0.01 0.0001 0.75354839 9.761515e-06 0.99670375
0.01 1.25892541179e-05 0.76970601 0.053091863 0.78512013
0.01 1.58489319246e-05 0.76670924 0.042707166 0.83309492
0.01 1.99526231497e-05 0.77658892 0.033402724 0.84836456
0.01 1e-05 0.76302306 0.058584818 0.74436782
0.01 0.0002 0.7662825 1.9486366e-11 0.99999924
0.01 2.51188643151e-05 0.7611336 0.01979338 0.86428888
0.01 0.0003 0.77352438 7.6445988e-21 1
0.01 3.16227766017e-05 0.76315229 0.011605745 0.91074203
0.01 3.98107170553e-05 0.76091564 0.0065445829 0.89528881
0.01 0.0004 0.77132525 1.7471109e-25 1
0.01 5.01187233627e-05 0.77932066 0.002778079 0.92675638
0.01 0.0005 0.76711452 3.8957422e-48 1
0.01 6.3095734448e-05 0.76625026 0.00074497802 0.98087457
0.01 7.94328234724e-05 0.76251331 0.00019128682 0.9478376
0.01 7.94328234724e-06 0.76501804 0.055266747 0.69809529
0.02 0.0001 0.77009544 3.66684e-10 0.096698127
0.02 1.58489319246e-05 0.76851064 0.01203008 0.87962072
0.02 2.51188643151e-05 0.77144673 0.0021666074 0.86725869
0.02 3.98107170553e-05 0.76139013 0.00035931169 0.8490663
0.02 6.3095734448e-05 0.76905066 9.1959223e-06 0.99948435
0.02 0.0001 0.7744122 2.1911297e-09 0.99997513
0.02 0.0001 0.76103565 3.5712724e-08 0.99999368
0.02 1.25892541179e-05 0.77219502 0.021090905 0.8694396
0.02 1.58489319246e-05 0.77299578 0.014052394 0.91012139
0.02 1.99526231497e-05 0.77105601 0.0061878462 0.92190845
0.02 1e-05 0.76591681 0.034724077 0.86921062
0.02 0.0002 0.76525424 4.6585156e-36 1
0.02 2.51188643151e-05 0.76569126 0.0022564324 0.96504975
0.02 3.16227766017e-05 0.77541019 0.0010628092 0.87933564
0.02 3.98107170553e-05 0.7735488 0.00028180268 0.6125073
0.02 5.01187233627e-05 0.77573452 6.2443685e-05 0.95910646
0.02 6.3095734448e-05 0.76882291 7.2106669e-07 0.99798698
0.02 7.94328234724e-05 0.77892736 6.0871764e-09 0.92921604
0.02 7.94328234724e-06 0.76280553 0.044981281 0.82655426
0.03 0.0001 0.77941797 6.6009482e-22 1
0.03 0.0001 0.79433524 1.2469061e-19 0.99999991
0.03 1.25892541179e-05 0.78012239 0.0072978676 0.91034555
0.03 1.58489319246e-05 0.77798861 0.0034980478 0.8439702
0.03 1.99526231497e-05 0.78428481 0.0011011941 0.88974958
0.03 1e-05 0.77610994 0.014779559 0.87753866
